germplasmName,study_db_id,value,studyName
MN22464,10149,6301.325,23Hall_AY1-3_PY5-6_Yield
MN22196,10149,6536.7,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,5985.25,23Hall_AY1-3_PY5-6_Yield
MN22349,10149,6133.2,23Hall_AY1-3_PY5-6_Yield
MN22118,10149,6731.725,23Hall_AY1-3_PY5-6_Yield
MN22357,10149,6260.975,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,6375.3,23Hall_AY1-3_PY5-6_Yield
MN22061,10149,6193.725,23Hall_AY1-3_PY5-6_Yield
MN22457,10149,6375.3,23Hall_AY1-3_PY5-6_Yield
MN22400,10149,7760.65,23Hall_AY1-3_PY5-6_Yield
MN22263,10149,6072.675,23Hall_AY1-3_PY5-6_Yield
MN21269-2,10149,6106.3,23Hall_AY1-3_PY5-6_Yield
MN22376,10149,5918.0,23Hall_AY1-3_PY5-6_Yield
MN22276,10149,6113.025,23Hall_AY1-3_PY5-6_Yield
MN22126,10149,5279.125,23Hall_AY1-3_PY5-6_Yield
MN22286,10149,6166.825,23Hall_AY1-3_PY5-6_Yield
MN21272-2,10149,6630.85,23Hall_AY1-3_PY5-6_Yield
MN21287-2,10149,6839.325,23Hall_AY1-3_PY5-6_Yield
MN22355,10149,7821.175,23Hall_AY1-3_PY5-6_Yield
MN22200,10149,7363.875,23Hall_AY1-3_PY5-6_Yield
MN22314,10149,7242.825,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,7451.3,23Hall_AY1-3_PY5-6_Yield
MN22221,10149,7377.325,23Hall_AY1-3_PY5-6_Yield
MN22273,10149,7922.05,23Hall_AY1-3_PY5-6_Yield
MN22262,10149,8117.075,23Hall_AY1-3_PY5-6_Yield
MN22130,10149,8211.225,23Hall_AY1-3_PY5-6_Yield
MN21114-1,10149,8513.85,23Hall_AY1-3_PY5-6_Yield
MN22213,10149,8507.125,23Hall_AY1-3_PY5-6_Yield
MN22103,10149,7585.8,23Hall_AY1-3_PY5-6_Yield
MN22385,10149,7390.775,23Hall_AY1-3_PY5-6_Yield
MN21168-1,10149,7801.0,23Hall_AY1-3_PY5-6_Yield
MN22452,10149,7585.8,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,7027.625,23Hall_AY1-3_PY5-6_Yield
MN22269,10149,7498.375,23Hall_AY1-3_PY5-6_Yield
MN22212,10149,7437.85,23Hall_AY1-3_PY5-6_Yield
MN21405-3,10149,7774.1,23Hall_AY1-3_PY5-6_Yield
MN22022,10149,7935.5,23Hall_AY1-3_PY5-6_Yield
MN22125,10149,7263.0,23Hall_AY1-3_PY5-6_Yield
MN21444-3,10149,6590.5,23Hall_AY1-3_PY5-6_Yield
MN22326,10149,5911.275,23Hall_AY1-3_PY5-6_Yield
MN22241,10149,7014.175,23Hall_AY1-3_PY5-6_Yield
MN22194,10149,7168.85,23Hall_AY1-3_PY5-6_Yield
SHELLY,10149,7437.85,23Hall_AY1-3_PY5-6_Yield
SHELLY,10149,6946.925,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,5037.025,23Hall_AY1-3_PY5-6_Yield
MN22140,10149,5077.375,23Hall_AY1-3_PY5-6_Yield
MN21357-5,10149,6906.575,23Hall_AY1-3_PY5-6_Yield
MN21385-1,10149,6328.225,23Hall_AY1-3_PY5-6_Yield
MN22433,10149,5601.925,23Hall_AY1-3_PY5-6_Yield
MN22350,10149,6462.725,23Hall_AY1-3_PY5-6_Yield
MN22183,10149,5971.8,23Hall_AY1-3_PY5-6_Yield
MN22418,10149,6321.5,23Hall_AY1-3_PY5-6_Yield
MN22182,10149,6792.25,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,7545.45,23Hall_AY1-3_PY5-6_Yield
MN22186,10149,6388.75,23Hall_AY1-3_PY5-6_Yield
MN22154,10149,7101.6,23Hall_AY1-3_PY5-6_Yield
MN22275,10149,7027.625,23Hall_AY1-3_PY5-6_Yield
MN21263-3,10149,7141.95,23Hall_AY1-3_PY5-6_Yield
MN22406,10149,7336.975,23Hall_AY1-3_PY5-6_Yield
MN22329,10149,7377.325,23Hall_AY1-3_PY5-6_Yield
MN21087-1,10149,6617.4,23Hall_AY1-3_PY5-6_Yield
MN21053-1,10149,6953.65,23Hall_AY1-3_PY5-6_Yield
MN22428,10149,7094.875,23Hall_AY1-3_PY5-6_Yield
MN22093W,10149,7108.325,23Hall_AY1-3_PY5-6_Yield
MN22058,10149,7545.45,23Hall_AY1-3_PY5-6_Yield
MN22169,10149,7693.4,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,7162.125,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,7343.7,23Hall_AY1-3_PY5-6_Yield
MN22419,10149,7478.2,23Hall_AY1-3_PY5-6_Yield
MN22344,10149,7585.8,23Hall_AY1-3_PY5-6_Yield
MN21073-3,10149,7969.125,23Hall_AY1-3_PY5-6_Yield
MN21065-2,10149,7599.25,23Hall_AY1-3_PY5-6_Yield
MN22288,10149,8056.55,23Hall_AY1-3_PY5-6_Yield
MN22342,10149,8345.725,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,8318.825,23Hall_AY1-3_PY5-6_Yield
MN22228,10149,8601.275,23Hall_AY1-3_PY5-6_Yield
MN22160,10149,8648.35,23Hall_AY1-3_PY5-6_Yield
MN22285,10149,8836.65,23Hall_AY1-3_PY5-6_Yield
MN22393,10149,9011.5,23Hall_AY1-3_PY5-6_Yield
SHELLY,10149,8924.075,23Hall_AY1-3_PY5-6_Yield
MN21144-1,10149,7989.3,23Hall_AY1-3_PY5-6_Yield
MN22271,10149,8305.375,23Hall_AY1-3_PY5-6_Yield
MN21354-3,10149,8668.525,23Hall_AY1-3_PY5-6_Yield
MN22025,10149,9011.5,23Hall_AY1-3_PY5-6_Yield
MN22193,10149,8096.9,23Hall_AY1-3_PY5-6_Yield
MN22006,10149,8076.725,23Hall_AY1-3_PY5-6_Yield
MN22261,10149,7350.425,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,7115.05,23Hall_AY1-3_PY5-6_Yield
MN22071,10149,8016.2,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,8043.1,23Hall_AY1-3_PY5-6_Yield
MN21090-4,10149,8143.975,23Hall_AY1-3_PY5-6_Yield
MN22278,10149,6953.65,23Hall_AY1-3_PY5-6_Yield
MN22297,10149,6583.775,23Hall_AY1-3_PY5-6_Yield
MN21482-1,10149,5911.275,23Hall_AY1-3_PY5-6_Yield
MN22356,10149,7296.625,23Hall_AY1-3_PY5-6_Yield
MN22229,10149,7666.5,23Hall_AY1-3_PY5-6_Yield
MN22128,10149,7276.45,23Hall_AY1-3_PY5-6_Yield
MN21045-1,10149,7653.05,23Hall_AY1-3_PY5-6_Yield
MN22157,10149,7330.25,23Hall_AY1-3_PY5-6_Yield
MN22369,10149,5938.175,23Hall_AY1-3_PY5-6_Yield
MN22063,10149,7000.725,23Hall_AY1-3_PY5-6_Yield
MN22384,10149,6509.8,23Hall_AY1-3_PY5-6_Yield
MN22155,10149,6314.775,23Hall_AY1-3_PY5-6_Yield
MN22429,10149,6039.05,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,6899.85,23Hall_AY1-3_PY5-6_Yield
MN22113,10149,6852.775,23Hall_AY1-3_PY5-6_Yield
MN22080,10149,6926.75,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,6987.275,23Hall_AY1-3_PY5-6_Yield
MN21315-1,10149,6032.325,23Hall_AY1-3_PY5-6_Yield
MN22146,10149,7410.95,23Hall_AY1-3_PY5-6_Yield
MN22065,10149,7155.4,23Hall_AY1-3_PY5-6_Yield
MN22227,10149,7283.175,23Hall_AY1-3_PY5-6_Yield
MN21370-2,10149,7195.75,23Hall_AY1-3_PY5-6_Yield
MN22416,10149,8117.075,23Hall_AY1-3_PY5-6_Yield
MN22248,10149,8009.475,23Hall_AY1-3_PY5-6_Yield
MN22089,10149,8043.1,23Hall_AY1-3_PY5-6_Yield
MN22131,10149,8796.3,23Hall_AY1-3_PY5-6_Yield
MN22313,10149,8029.65,23Hall_AY1-3_PY5-6_Yield
MN22225,10149,8265.025,23Hall_AY1-3_PY5-6_Yield
MN22070,10149,8473.5,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,8917.35,23Hall_AY1-3_PY5-6_Yield
MN22219,10149,7827.9,23Hall_AY1-3_PY5-6_Yield
MN21275-4,10149,8453.325,23Hall_AY1-3_PY5-6_Yield
MN22301,10149,8991.325,23Hall_AY1-3_PY5-6_Yield
MN22151,10149,9045.125,23Hall_AY1-3_PY5-6_Yield
MN22367,10149,6926.75,23Hall_AY1-3_PY5-6_Yield
MN22399,10149,9314.125,23Hall_AY1-3_PY5-6_Yield
MN22106,10149,7700.125,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,8762.675,23Hall_AY1-3_PY5-6_Yield
MN22136,10149,9065.3,23Hall_AY1-3_PY5-6_Yield
MN22086,10149,7774.1,23Hall_AY1-3_PY5-6_Yield
MN22085,10149,8594.55,23Hall_AY1-3_PY5-6_Yield
MN21172-3,10149,8803.025,23Hall_AY1-3_PY5-6_Yield
MN22319,10149,8655.075,23Hall_AY1-3_PY5-6_Yield
MN22099,10149,8446.6,23Hall_AY1-3_PY5-6_Yield
MN22097,10149,8957.7,23Hall_AY1-3_PY5-6_Yield
MN22009,10149,8177.6,23Hall_AY1-3_PY5-6_Yield
MN22064,10149,8231.4,23Hall_AY1-3_PY5-6_Yield
MN22374,10149,7276.45,23Hall_AY1-3_PY5-6_Yield
MN22199,10149,7801.0,23Hall_AY1-3_PY5-6_Yield
MN22302,10149,7437.85,23Hall_AY1-3_PY5-6_Yield
MN21406-1,10149,6213.9,23Hall_AY1-3_PY5-6_Yield
MN21034-3,10149,7733.75,23Hall_AY1-3_PY5-6_Yield
MN22373,10149,6758.625,23Hall_AY1-3_PY5-6_Yield
MN21316-3,10149,5111.0,23Hall_AY1-3_PY5-6_Yield
MN22141,10149,5501.05,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,7108.325,23Hall_AY1-3_PY5-6_Yield
MN22335,10149,6556.875,23Hall_AY1-3_PY5-6_Yield
MN22253,10149,6334.95,23Hall_AY1-3_PY5-6_Yield
MN22306,10149,6529.975,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,5931.45,23Hall_AY1-3_PY5-6_Yield
MN21470,10705,2763.9,AY3-8_YIELD_STP-MN_2022
MN21291,10705,3719.9,AY3-8_YIELD_STP-MN_2022
MN21299,10705,3493.9,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3528.7,AY3-8_YIELD_STP-MN_2022
MN21099,10705,2833.4,AY3-8_YIELD_STP-MN_2022
MN21270,10705,2225.0,AY3-8_YIELD_STP-MN_2022
MN21358,10705,3354.9,AY3-8_YIELD_STP-MN_2022
MN21295,10705,3424.4,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3928.5,AY3-8_YIELD_STP-MN_2022
MN21271,10705,3511.3,AY3-8_YIELD_STP-MN_2022
MN21097,10705,2868.2,AY3-8_YIELD_STP-MN_2022
MN21463,10705,3250.6,AY3-8_YIELD_STP-MN_2022
MN21438,10705,3980.6,AY3-8_YIELD_STP-MN_2022
MN21413,10705,3181.0,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3633.0,AY3-8_YIELD_STP-MN_2022
MN21168,10705,3876.4,AY3-8_YIELD_STP-MN_2022
MN21072,10705,3302.7,AY3-8_YIELD_STP-MN_2022
MN21466,10705,3198.4,AY3-8_YIELD_STP-MN_2022
MN21146,10705,3042.0,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3615.6,AY3-8_YIELD_STP-MN_2022
MN21071,10705,3250.6,AY3-8_YIELD_STP-MN_2022
MN21455,10705,4050.2,AY3-8_YIELD_STP-MN_2022
MN21047,10705,2642.2,AY3-8_YIELD_STP-MN_2022
MN21172,10705,2937.7,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3511.3,AY3-8_YIELD_STP-MN_2022
MN21101,10705,2364.1,AY3-8_YIELD_STP-MN_2022
MN21484,10705,3615.6,AY3-8_YIELD_STP-MN_2022
MN21153,10705,3806.8,AY3-8_YIELD_STP-MN_2022
MN21386,10705,3789.4,AY3-8_YIELD_STP-MN_2022
UMN09,10705,2868.2,AY3-8_YIELD_STP-MN_2022
MN21195,10705,3563.5,AY3-8_YIELD_STP-MN_2022
MN21293,10705,3024.6,AY3-8_YIELD_STP-MN_2022
MN21036,10705,2451.0,AY3-8_YIELD_STP-MN_2022
MN21269,10705,2329.3,AY3-8_YIELD_STP-MN_2022
MN21030,10705,2624.8,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,1894.7,AY3-8_YIELD_STP-MN_2022
MN21370,10705,4328.3,AY3-8_YIELD_STP-MN_2022
MN21268,10705,3737.3,AY3-8_YIELD_STP-MN_2022
MN21150,10705,1877.3,AY3-8_YIELD_STP-MN_2022
MN21210,10705,3424.4,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,2937.7,AY3-8_YIELD_STP-MN_2022
MN21306,10705,3320.1,AY3-8_YIELD_STP-MN_2022
MN21357,10705,3528.7,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2190.2,AY3-8_YIELD_STP-MN_2022
MN21098,10705,3407.0,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3685.1,AY3-8_YIELD_STP-MN_2022
MN21401,10705,3633.0,AY3-8_YIELD_STP-MN_2022
MN21010,10705,3024.6,AY3-8_YIELD_STP-MN_2022
MN21489,10705,2781.2,AY3-8_YIELD_STP-MN_2022
MN21468,10705,2659.6,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2972.4,AY3-8_YIELD_STP-MN_2022
MN21063,10705,3024.6,AY3-8_YIELD_STP-MN_2022
MN21491,10705,2972.4,AY3-8_YIELD_STP-MN_2022
MN21287,10705,3685.1,AY3-8_YIELD_STP-MN_2022
MN21266,10705,2624.8,AY3-8_YIELD_STP-MN_2022
MN21346,10705,2885.5,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,3354.9,AY3-8_YIELD_STP-MN_2022
MN21272,10705,3806.8,AY3-8_YIELD_STP-MN_2022
MN21009,10705,3580.8,AY3-8_YIELD_STP-MN_2022
MN21267,10705,3198.4,AY3-8_YIELD_STP-MN_2022
MN21311,10705,3580.8,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3146.3,AY3-8_YIELD_STP-MN_2022
MN21304,10705,2833.4,AY3-8_YIELD_STP-MN_2022
MN21273,10705,4137.1,AY3-8_YIELD_STP-MN_2022
MN21041,10705,3059.4,AY3-8_YIELD_STP-MN_2022
MN21385,10705,2190.2,AY3-8_YIELD_STP-MN_2022
MN21290,10705,2816.0,AY3-8_YIELD_STP-MN_2022
MN21259,10705,3407.0,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,3354.9,AY3-8_YIELD_STP-MN_2022
MN21418,10705,3493.9,AY3-8_YIELD_STP-MN_2022
MN21163,10705,3667.8,AY3-8_YIELD_STP-MN_2022
MN21218,10705,3685.1,AY3-8_YIELD_STP-MN_2022
MN21474,10705,2016.4,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3059.4,AY3-8_YIELD_STP-MN_2022
MN21023,10705,3320.1,AY3-8_YIELD_STP-MN_2022
MN21213,10705,1981.6,AY3-8_YIELD_STP-MN_2022
MN21485,10705,2051.2,AY3-8_YIELD_STP-MN_2022
MN21143,10705,2537.9,AY3-8_YIELD_STP-MN_2022
MN21263,10705,3059.4,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,3250.6,AY3-8_YIELD_STP-MN_2022
MN21133,10705,3424.4,AY3-8_YIELD_STP-MN_2022
MN21129,10705,4067.6,AY3-8_YIELD_STP-MN_2022
MN21217,10705,2972.4,AY3-8_YIELD_STP-MN_2022
MN21052,10705,1616.6,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2798.6,AY3-8_YIELD_STP-MN_2022
MN21439,10705,3893.7,AY3-8_YIELD_STP-MN_2022
MN21504,10705,3128.9,AY3-8_YIELD_STP-MN_2022
MN21073,10705,3754.7,AY3-8_YIELD_STP-MN_2022
MN21076,10705,4484.7,AY3-8_YIELD_STP-MN_2022
MN21292,10705,4171.9,AY3-8_YIELD_STP-MN_2022
MN21074,10705,4224.0,AY3-8_YIELD_STP-MN_2022
MN21226,10705,2833.4,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2729.1,AY3-8_YIELD_STP-MN_2022
MN21132,10705,3372.3,AY3-8_YIELD_STP-MN_2022
MN21337,10705,3928.5,AY3-8_YIELD_STP-MN_2022
MN21087,10705,5058.4,AY3-8_YIELD_STP-MN_2022
MN21014,10705,3233.2,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,2225.0,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,3128.9,AY3-8_YIELD_STP-MN_2022
MN21407,10705,3354.9,AY3-8_YIELD_STP-MN_2022
MN21227,10705,1651.4,AY3-8_YIELD_STP-MN_2022
MN21405,10705,2729.1,AY3-8_YIELD_STP-MN_2022
MN21004,10705,3372.3,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,1946.9,AY3-8_YIELD_STP-MN_2022
MN21115,10705,3198.4,AY3-8_YIELD_STP-MN_2022
MN21016,10705,3824.2,AY3-8_YIELD_STP-MN_2022
MN21230,10705,4728.1,AY3-8_YIELD_STP-MN_2022
MN21028,10705,4015.4,AY3-8_YIELD_STP-MN_2022
MN21429,10705,3528.7,AY3-8_YIELD_STP-MN_2022
MN21480,10705,2972.4,AY3-8_YIELD_STP-MN_2022
UMN09,10705,2798.6,AY3-8_YIELD_STP-MN_2022
MN21184,10705,2433.6,AY3-8_YIELD_STP-MN_2022
MN21242,10705,2937.7,AY3-8_YIELD_STP-MN_2022
MN21328,10705,3424.4,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,4119.7,AY3-8_YIELD_STP-MN_2022
MN21332,10705,3337.5,AY3-8_YIELD_STP-MN_2022
MN21278,10705,4154.5,AY3-8_YIELD_STP-MN_2022
MN21045,10705,3024.6,AY3-8_YIELD_STP-MN_2022
MN21448,10705,3337.5,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,4328.3,AY3-8_YIELD_STP-MN_2022
MN21081,10705,3806.8,AY3-8_YIELD_STP-MN_2022
MN21037,10705,4571.7,AY3-8_YIELD_STP-MN_2022
MN21260,10705,4119.7,AY3-8_YIELD_STP-MN_2022
MN21211,10705,4380.5,AY3-8_YIELD_STP-MN_2022
MN21013,10705,3250.6,AY3-8_YIELD_STP-MN_2022
UMN09,10705,4015.4,AY3-8_YIELD_STP-MN_2022
MN21367,10705,3945.9,AY3-8_YIELD_STP-MN_2022
MN21034,10705,3963.3,AY3-8_YIELD_STP-MN_2022
MN21061,10705,2659.6,AY3-8_YIELD_STP-MN_2022
MN21477,10705,2694.3,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3667.8,AY3-8_YIELD_STP-MN_2022
MN21482,10705,3893.7,AY3-8_YIELD_STP-MN_2022
MN21422,10705,3772.1,AY3-8_YIELD_STP-MN_2022
MN21341,10705,4189.2,AY3-8_YIELD_STP-MN_2022
MN21472,10705,3528.7,AY3-8_YIELD_STP-MN_2022
MN21243,10705,2694.3,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,1529.7,AY3-8_YIELD_STP-MN_2022
MN21425,10705,4137.1,AY3-8_YIELD_STP-MN_2022
MN21222,10705,4571.7,AY3-8_YIELD_STP-MN_2022
MN21011,10705,3320.1,AY3-8_YIELD_STP-MN_2022
MN21067,10705,2868.2,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,1912.1,AY3-8_YIELD_STP-MN_2022
MN21158,10705,3250.6,AY3-8_YIELD_STP-MN_2022
MN21381,10705,3980.6,AY3-8_YIELD_STP-MN_2022
MN21064,10705,3598.2,AY3-8_YIELD_STP-MN_2022
MN21264,10705,3441.8,AY3-8_YIELD_STP-MN_2022
MN21090,10705,4693.3,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3876.4,AY3-8_YIELD_STP-MN_2022
MN21048W,10705,3128.9,AY3-8_YIELD_STP-MN_2022
MN21415,10705,2781.2,AY3-8_YIELD_STP-MN_2022
MN21144,10705,3945.9,AY3-8_YIELD_STP-MN_2022
MN21089,10705,3128.9,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,2798.6,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,2259.8,AY3-8_YIELD_STP-MN_2022
MN21340,10705,2850.8,AY3-8_YIELD_STP-MN_2022
MN21214,10705,2537.9,AY3-8_YIELD_STP-MN_2022
MN21473,10705,4658.6,AY3-8_YIELD_STP-MN_2022
MN21487,10705,3719.9,AY3-8_YIELD_STP-MN_2022
MN21389,10705,3685.1,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3893.7,AY3-8_YIELD_STP-MN_2022
MN21483,10705,3198.4,AY3-8_YIELD_STP-MN_2022
MN21127,10705,3719.9,AY3-8_YIELD_STP-MN_2022
MN21274,10705,3580.8,AY3-8_YIELD_STP-MN_2022
MN21001,10705,3372.3,AY3-8_YIELD_STP-MN_2022
MN21035,10705,2989.8,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,3407.0,AY3-8_YIELD_STP-MN_2022
MN21053,10705,3042.0,AY3-8_YIELD_STP-MN_2022
MN21486,10705,3250.6,AY3-8_YIELD_STP-MN_2022
MN21167,10705,3302.7,AY3-8_YIELD_STP-MN_2022
MN21169,10705,3737.3,AY3-8_YIELD_STP-MN_2022
UMN09,10705,2972.4,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,2624.8,AY3-8_YIELD_STP-MN_2022
MN21423,10705,2468.3,AY3-8_YIELD_STP-MN_2022
MN21464,10705,2781.2,AY3-8_YIELD_STP-MN_2022
MN21302,10705,2537.9,AY3-8_YIELD_STP-MN_2022
MN21054,10705,2885.5,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,2294.5,AY3-8_YIELD_STP-MN_2022
MN21002,10705,3772.1,AY3-8_YIELD_STP-MN_2022
MN21058,10705,2955.1,AY3-8_YIELD_STP-MN_2022
MN21359,10705,3702.5,AY3-8_YIELD_STP-MN_2022
MN21307,10705,3163.7,AY3-8_YIELD_STP-MN_2022
MN21161,10705,3476.5,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,3042.0,AY3-8_YIELD_STP-MN_2022
MN21399,10705,2763.9,AY3-8_YIELD_STP-MN_2022
MN21082,10705,2763.9,AY3-8_YIELD_STP-MN_2022
MN21069,10705,3806.8,AY3-8_YIELD_STP-MN_2022
MN21475,10705,3685.1,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3789.4,AY3-8_YIELD_STP-MN_2022
MN21406,10705,3250.6,AY3-8_YIELD_STP-MN_2022
MN21478,10705,2920.3,AY3-8_YIELD_STP-MN_2022
MN21059,10705,3337.5,AY3-8_YIELD_STP-MN_2022
MN21444,10705,4276.2,AY3-8_YIELD_STP-MN_2022
MN21003,10705,2607.4,AY3-8_YIELD_STP-MN_2022
UMN09,10705,4224.0,AY3-8_YIELD_STP-MN_2022
MN21329,10705,4067.6,AY3-8_YIELD_STP-MN_2022
MN21315,10705,3945.9,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2937.7,AY3-8_YIELD_STP-MN_2022
MN21175,10705,3042.0,AY3-8_YIELD_STP-MN_2022
MN21147,10705,2763.9,AY3-8_YIELD_STP-MN_2022
MN21128,10705,4641.2,AY3-8_YIELD_STP-MN_2022
MN21275,10705,4241.4,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,2590.0,AY3-8_YIELD_STP-MN_2022
MN21300,10705,3076.7,AY3-8_YIELD_STP-MN_2022
MN21065,10705,2398.8,AY3-8_YIELD_STP-MN_2022
MN21135,10705,3580.8,AY3-8_YIELD_STP-MN_2022
MN21176,10705,2642.2,AY3-8_YIELD_STP-MN_2022
MN21402,10705,2989.8,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2920.3,AY3-8_YIELD_STP-MN_2022
MN21197,10705,2850.8,AY3-8_YIELD_STP-MN_2022
MN21493,10705,2763.9,AY3-8_YIELD_STP-MN_2022
MN21060,10705,3511.3,AY3-8_YIELD_STP-MN_2022
MN21327,10705,2590.0,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,3389.6,AY3-8_YIELD_STP-MN_2022
MN21148,10705,4050.2,AY3-8_YIELD_STP-MN_2022
MN21100,10705,3198.4,AY3-8_YIELD_STP-MN_2022
MN21019,10705,3215.8,AY3-8_YIELD_STP-MN_2022
MN-ROTHSAY,10705,2729.1,AY3-8_YIELD_STP-MN_2022
MN21355,10705,3598.2,AY3-8_YIELD_STP-MN_2022
MN21114,10705,2207.6,AY3-8_YIELD_STP-MN_2022
MN21049,10705,2920.3,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3302.7,AY3-8_YIELD_STP-MN_2022
MN21387,10705,2850.8,AY3-8_YIELD_STP-MN_2022
MN21005,10705,3511.3,AY3-8_YIELD_STP-MN_2022
MN21159,10705,3181.0,AY3-8_YIELD_STP-MN_2022
SHELLY,10705,3407.0,AY3-8_YIELD_STP-MN_2022
MN21080,10705,2590.0,AY3-8_YIELD_STP-MN_2022
UMN09,10705,3580.8,AY3-8_YIELD_STP-MN_2022
MN21316,10705,3111.5,AY3-8_YIELD_STP-MN_2022
MN21164,10705,3354.9,AY3-8_YIELD_STP-MN_2022
MN21012,10705,3998.0,AY3-8_YIELD_STP-MN_2022
MN21162,10705,2955.1,AY3-8_YIELD_STP-MN_2022
MN-Torgy,10705,2398.8,AY3-8_YIELD_STP-MN_2022
MN21298,10705,3580.8,AY3-8_YIELD_STP-MN_2022
MN21354,10705,3198.4,AY3-8_YIELD_STP-MN_2022
MN21046,10705,3633.0,AY3-8_YIELD_STP-MN_2022
SHELLY,10707,5508.1,AY3-8_YIELD_PER-MN_2022
MN21259,10707,6330.8,AY3-8_YIELD_PER-MN_2022
MN21483,10707,7010.3,AY3-8_YIELD_PER-MN_2022
MN21340,10707,8011.8,AY3-8_YIELD_PER-MN_2022
MN21444,10707,7224.9,AY3-8_YIELD_PER-MN_2022
MN21269,10707,7546.8,AY3-8_YIELD_PER-MN_2022
MN21217,10707,6581.1,AY3-8_YIELD_PER-MN_2022
MN-ROTHSAY,10707,7439.5,AY3-8_YIELD_PER-MN_2022
MN21307,10707,6992.4,AY3-8_YIELD_PER-MN_2022
MN21002,10707,7010.3,AY3-8_YIELD_PER-MN_2022
MN21329,10707,6295.0,AY3-8_YIELD_PER-MN_2022
MN21071,10707,6223.5,AY3-8_YIELD_PER-MN_2022
MN-Torgy,10707,6616.9,AY3-8_YIELD_PER-MN_2022
MN-ROTHSAY,10707,6760.0,AY3-8_YIELD_PER-MN_2022
MN21263,10707,7117.6,AY3-8_YIELD_PER-MN_2022
MN21099,10707,6724.2,AY3-8_YIELD_PER-MN_2022
MN21076,10707,6903.0,AY3-8_YIELD_PER-MN_2022
MN21168,10707,7368.0,AY3-8_YIELD_PER-MN_2022
MN-ROTHSAY,10707,7296.5,AY3-8_YIELD_PER-MN_2022
MN21133,10707,7046.1,AY3-8_YIELD_PER-MN_2022
MN21172,10707,7332.2,AY3-8_YIELD_PER-MN_2022
MN21128,10707,7475.3,AY3-8_YIELD_PER-MN_2022
MN21355,10707,6330.8,AY3-8_YIELD_PER-MN_2022
MN21147,10707,6795.7,AY3-8_YIELD_PER-MN_2022
MN-ROTHSAY,10707,6330.8,AY3-8_YIELD_PER-MN_2022
